"Notes"	"Year"	"Year Code"	"Single-Year Ages"	"Single-Year Ages Code"	Deaths	Population	Crude Rate
	"2019"	"2019"	"26 years"	"26"	22	24112	91.2
	"2019"	"2019"	"27 years"	"27"	17	24361	Unreliable
	"2019"	"2019"	"28 years"	"28"	21	24565	85.5
	"2019"	"2019"	"29 years"	"29"	30	24393	123.0
	"2019"	"2019"	"30 years"	"30"	20	23345	85.7
	"2019"	"2019"	"31 years"	"31"	26	22626	114.9
	"2019"	"2019"	"32 years"	"32"	26	22581	115.1
	"2019"	"2019"	"33 years"	"33"	28	22876	122.4
	"2019"	"2019"	"34 years"	"34"	17	23431	Unreliable
	"2019"	"2019"	"35 years"	"35"	27	23217	116.3
	"2019"	"2019"	"36 years"	"36"	25	23606	105.9
	"2019"	"2019"	"37 years"	"37"	34	23698	143.5
	"2019"	"2019"	"38 years"	"38"	45	23766	189.3
	"2019"	"2019"	"39 years"	"39"	39	23946	162.9
	"2019"	"2019"	"40 years"	"40"	34	22881	148.6
	"2019"	"2019"	"41 years"	"41"	39	22281	175.0
	"2019"	"2019"	"42 years"	"42"	40	21738	184.0
	"2019"	"2019"	"43 years"	"43"	37	20857	177.4
	"2019"	"2019"	"44 years"	"44"	52	21182	245.5
	"2019"	"2019"	"45 years"	"45"	51	20092	253.8
	"2019"	"2019"	"46 years"	"46"	46	19679	233.8
	"2019"	"2019"	"47 years"	"47"	51	20456	249.3
	"2019"	"2019"	"48 years"	"48"	68	21362	318.3
	"2019"	"2019"	"49 years"	"49"	57	21203	268.8
	"2019"	"2019"	"50 years"	"50"	69	20346	339.1
	"2019"	"2019"	"51 years"	"51"	66	19398	340.2
	"2019"	"2019"	"52 years"	"52"	69	19505	353.8
	"2019"	"2019"	"53 years"	"53"	100	19583	510.6
	"2019"	"2019"	"54 years"	"54"	88	20142	436.9
	"2019"	"2019"	"55 years"	"55"	109	20942	520.5
	"2019"	"2019"	"56 years"	"56"	132	21587	611.5
	"2019"	"2019"	"57 years"	"57"	127	22041	576.2
	"2019"	"2019"	"58 years"	"58"	149	22512	661.9
	"2019"	"2019"	"59 years"	"59"	159	22459	708.0
	"2019"	"2019"	"60 years"	"60"	178	21741	818.7
	"2019"	"2019"	"61 years"	"61"	196	22035	889.5
	"2019"	"2019"	"62 years"	"62"	177	22260	795.1
	"2019"	"2019"	"63 years"	"63"	190	21479	884.6
	"2019"	"2019"	"64 years"	"64"	231	21304	1084.3
	"2019"	"2019"	"65 years"	"65"	214	20819	1027.9
	"2019"	"2019"	"66 years"	"66"	242	20566	1176.7
	"2019"	"2019"	"67 years"	"67"	252	19644	1282.8
	"2019"	"2019"	"68 years"	"68"	276	18736	1473.1
	"2019"	"2019"	"69 years"	"69"	244	18119	1346.7
	"2019"	"2019"	"70 years"	"70"	286	17604	1624.6
	"2019"	"2019"	"71 years"	"71"	293	17269	1696.7
	"2019"	"2019"	"72 years"	"72"	361	17766	2032.0
	"2019"	"2019"	"73 years"	"73"	293	12829	2283.9
	"2019"	"2019"	"74 years"	"74"	314	12514	2509.2
	"2019"	"2019"	"75 years"	"75"	366	12252	2987.3
	"2019"	"2019"	"76 years"	"76"	416	12345	3369.8
	"2019"	"2019"	"77 years"	"77"	380	10343	3674.0
	"2019"	"2019"	"78 years"	"78"	348	9411	3697.8
	"2019"	"2019"	"79 years"	"79"	371	8590	4319.0
	"2019"	"2019"	"80 years"	"80"	398	7922	5024.0
	"2019"	"2019"	"81 years"	"81"	397	7002	5669.8
	"2019"	"2019"	"82 years"	"82"	413	6292	6563.9
	"2019"	"2019"	"83 years"	"83"	403	5628	7160.6
	"2019"	"2019"	"84 years"	"84"	398	5245	7588.2
	"2019"	"2019"	"85 years"	"85"	403	Not Applicable	Not Applicable
	"2019"	"2019"	"86 years"	"86"	404	Not Applicable	Not Applicable
	"2019"	"2019"	"87 years"	"87"	433	Not Applicable	Not Applicable
	"2019"	"2019"	"88 years"	"88"	373	Not Applicable	Not Applicable
	"2019"	"2019"	"89 years"	"89"	414	Not Applicable	Not Applicable
	"2019"	"2019"	"90 years"	"90"	389	Not Applicable	Not Applicable
	"2019"	"2019"	"91 years"	"91"	333	Not Applicable	Not Applicable
	"2019"	"2019"	"92 years"	"92"	324	Not Applicable	Not Applicable
	"2019"	"2019"	"93 years"	"93"	280	Not Applicable	Not Applicable
	"2019"	"2019"	"94 years"	"94"	260	Not Applicable	Not Applicable
	"2019"	"2019"	"95 years"	"95"	227	Not Applicable	Not Applicable
	"2019"	"2019"	"96 years"	"96"	192	Not Applicable	Not Applicable
	"2019"	"2019"	"97 years"	"97"	138	Not Applicable	Not Applicable
	"2019"	"2019"	"98 years"	"98"	131	Not Applicable	Not Applicable
	"2019"	"2019"	"99 years"	"99"	69	Not Applicable	Not Applicable
	"2019"	"2019"	"100+ years"	"100"	141	Not Applicable	Not Applicable
	"2019"	"2019"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
"Total"	"2019"	"2019"			14430	1787065	807.5
	"2020"	"2020"	"< 1 year"	"0"	109	21547	505.9
	"2020"	"2020"	"1 year"	"1"	Suppressed	21833	Suppressed
	"2020"	"2020"	"2 years"	"2"	Suppressed	22423	Suppressed
	"2020"	"2020"	"3 years"	"3"	Suppressed	23572	Suppressed
	"2020"	"2020"	"4 years"	"4"	Suppressed	24473	Suppressed
	"2020"	"2020"	"5 years"	"5"	Suppressed	25147	Suppressed
	"2020"	"2020"	"6 years"	"6"	Suppressed	24617	Suppressed
	"2020"	"2020"	"7 years"	"7"	Suppressed	25074	Suppressed
	"2020"	"2020"	"8 years"	"8"	0	24791	Unreliable
	"2020"	"2020"	"9 years"	"9"	Suppressed	25426	Suppressed
	"2020"	"2020"	"10 years"	"10"	Suppressed	25898	Suppressed
	"2020"	"2020"	"11 years"	"11"	Suppressed	26008	Suppressed
	"2020"	"2020"	"12 years"	"12"	Suppressed	26943	Suppressed
	"2020"	"2020"	"13 years"	"13"	Suppressed	27239	Suppressed
	"2020"	"2020"	"14 years"	"14"	Suppressed	26684	Suppressed
	"2020"	"2020"	"15 years"	"15"	15	26825	Unreliable
	"2020"	"2020"	"16 years"	"16"	15	26633	Unreliable
	"2020"	"2020"	"17 years"	"17"	21	25910	81.0
	"2020"	"2020"	"18 years"	"18"	19	24250	Unreliable
	"2020"	"2020"	"19 years"	"19"	17	23521	Unreliable
	"2020"	"2020"	"20 years"	"20"	17	22897	Unreliable
	"2020"	"2020"	"21 years"	"21"	26	23521	110.5
	"2020"	"2020"	"22 years"	"22"	18	24404	Unreliable
	"2020"	"2020"	"23 years"	"23"	27	24597	109.8
	"2020"	"2020"	"24 years"	"24"	22	24555	89.6
	"2020"	"2020"	"25 years"	"25"	23	24013	95.8
	"2020"	"2020"	"26 years"	"26"	23	24403	94.3
	"2020"	"2020"	"27 years"	"27"	22	24461	89.9
	"2020"	"2020"	"28 years"	"28"	30	24765	121.1
	"2020"	"2020"	"29 years"	"29"	29	25081	115.6
	"2020"	"2020"	"30 years"	"30"	29	24981	116.1
	"2020"	"2020"	"31 years"	"31"	36	23823	151.1
	"2020"	"2020"	"32 years"	"32"	29	23247	124.7
	"2020"	"2020"	"33 years"	"33"	32	23244	137.7
	"2020"	"2020"	"34 years"	"34"	39	23560	165.5
	"2020"	"2020"	"35 years"	"35"	39	24131	161.6
	"2020"	"2020"	"36 years"	"36"	44	23717	185.5
	"2020"	"2020"	"37 years"	"37"	45	24003	187.5
	"2020"	"2020"	"38 years"	"38"	44	24208	181.8
	"2020"	"2020"	"39 years"	"39"	47	24193	194.3
	"2020"	"2020"	"40 years"	"40"	48	24467	196.2
	"2020"	"2020"	"41 years"	"41"	41	23395	175.3
	"2020"	"2020"	"42 years"	"42"	45	22754	197.8
	"2020"	"2020"	"43 years"	"43"	55	22163	248.2
	"2020"	"2020"	"44 years"	"44"	48	21199	226.4
	"2020"	"2020"	"45 years"	"45"	60	21536	278.6
	"2020"	"2020"	"46 years"	"46"	59	20422	288.9
	"2020"	"2020"	"47 years"	"47"	70	19951	350.9
	"2020"	"2020"	"48 years"	"48"	75	20721	362.0
	"2020"	"2020"	"49 years"	"49"	61	21592	282.5
	"2020"	"2020"	"50 years"	"50"	85	21507	395.2
	"2020"	"2020"	"51 years"	"51"	92	20636	445.8
	"2020"	"2020"	"52 years"	"52"	72	19626	366.9
	"2020"	"2020"	"53 years"	"53"	101	19721	512.1
	"2020"	"2020"	"54 years"	"54"	97	19787	490.2
	"2020"	"2020"	"55 years"	"55"	117	20484	571.2
	"2020"	"2020"	"56 years"	"56"	133	21313	624.0
	"2020"	"2020"	"57 years"	"57"	156	21866	713.4
	"2020"	"2020"	"58 years"	"58"	158	22460	703.5
	"2020"	"2020"	"59 years"	"59"	183	22927	798.2
	"2020"	"2020"	"60 years"	"60"	196	22831	858.5
	"2020"	"2020"	"61 years"	"61"	204	22090	923.5
	"2020"	"2020"	"62 years"	"62"	246	22314	1102.4
	"2020"	"2020"	"63 years"	"63"	227	22575	1005.5
	"2020"	"2020"	"64 years"	"64"	248	21964	1129.1
	"2020"	"2020"	"65 years"	"65"	230	21631	1063.3
	"2020"	"2020"	"66 years"	"66"	278	21162	1313.7
	"2020"	"2020"	"67 years"	"67"	288	20772	1386.5
	"2020"	"2020"	"68 years"	"68"	300	19936	1504.8
	"2020"	"2020"	"69 years"	"69"	259	18891	1371.0
	"2020"	"2020"	"70 years"	"70"	307	18165	1690.1
	"2020"	"2020"	"71 years"	"71"	378	17550	2153.8
	"2020"	"2020"	"72 years"	"72"	385	17246	2232.4
	"2020"	"2020"	"73 years"	"73"	465	17842	2606.2
	"2020"	"2020"	"74 years"	"74"	360	12747	2824.2
	"2020"	"2020"	"75 years"	"75"	365	12519	2915.6
	"2020"	"2020"	"76 years"	"76"	401	12115	3309.9
	"2020"	"2020"	"77 years"	"77"	468	12024	3892.2
	"2020"	"2020"	"78 years"	"78"	447	10118	4417.9
	"2020"	"2020"	"79 years"	"79"	429	9021	4755.6
	"2020"	"2020"	"80 years"	"80"	442	8321	5311.9
	"2020"	"2020"	"81 years"	"81"	464	7650	6065.4
	"2020"	"2020"	"82 years"	"82"	442	6721	6576.4
	"2020"	"2020"	"83 years"	"83"	483	5873	8224.1
	"2020"	"2020"	"84 years"	"84"	439	5276	8320.7
	"2020"	"2020"	"85 years"	"85"	437	Not Applicable	Not Applicable
	"2020"	"2020"	"86 years"	"86"	434	Not Applicable	Not Applicable
	"2020"	"2020"	"87 years"	"87"	463	Not Applicable	Not Applicable
	"2020"	"2020"	"88 years"	"88"	477	Not Applicable	Not Applicable
	"2020"	"2020"	"89 years"	"89"	419	Not Applicable	Not Applicable
	"2020"	"2020"	"90 years"	"90"	445	Not Applicable	Not Applicable
	"2020"	"2020"	"91 years"	"91"	388	Not Applicable	Not Applicable
	"2020"	"2020"	"92 years"	"92"	359	Not Applicable	Not Applicable
	"2020"	"2020"	"93 years"	"93"	340	Not Applicable	Not Applicable
	"2020"	"2020"	"94 years"	"94"	267	Not Applicable	Not Applicable
	"2020"	"2020"	"95 years"	"95"	259	Not Applicable	Not Applicable
	"2020"	"2020"	"96 years"	"96"	198	Not Applicable	Not Applicable
	"2020"	"2020"	"97 years"	"97"	160	Not Applicable	Not Applicable
	"2020"	"2020"	"98 years"	"98"	106	Not Applicable	Not Applicable
	"2020"	"2020"	"99 years"	"99"	108	Not Applicable	Not Applicable
	"2020"	"2020"	"100+ years"	"100"	163	Not Applicable	Not Applicable
	"2020"	"2020"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
"Total"	"2020"	"2020"			16402	1826913	897.8
	"2021"	"2021"	"< 1 year"	"0"	117	21203	551.8
	"2021"	"2021"	"1 year"	"1"	11	22603	Unreliable
	"2021"	"2021"	"2 years"	"2"	10	22691	Unreliable
	"2021"	"2021"	"3 years"	"3"	Suppressed	23400	Suppressed
	"2021"	"2021"	"4 years"	"4"	Suppressed	24427	Suppressed
	"2021"	"2021"	"5 years"	"5"	Suppressed	25644	Suppressed
	"2021"	"2021"	"6 years"	"6"	Suppressed	26073	Suppressed
	"2021"	"2021"	"7 years"	"7"	0	25818	Unreliable
	"2021"	"2021"	"8 years"	"8"	Suppressed	25918	Suppressed
	"2021"	"2021"	"9 years"	"9"	0	25976	Unreliable
	"2021"	"2021"	"10 years"	"10"	Suppressed	26428	Suppressed
	"2021"	"2021"	"11 years"	"11"	Suppressed	27410	Suppressed
	"2021"	"2021"	"12 years"	"12"	Suppressed	28196	Suppressed
	"2021"	"2021"	"13 years"	"13"	Suppressed	29266	Suppressed
	"2021"	"2021"	"14 years"	"14"	11	29219	Unreliable
	"2021"	"2021"	"15 years"	"15"	Suppressed	28601	Suppressed
	"2021"	"2021"	"16 years"	"16"	13	28096	Unreliable
	"2021"	"2021"	"17 years"	"17"	21	28057	74.8
	"2021"	"2021"	"18 years"	"18"	19	25820	Unreliable
	"2021"	"2021"	"19 years"	"19"	21	23963	87.6
	"2021"	"2021"	"20 years"	"20"	26	23826	109.1
	"2021"	"2021"	"21 years"	"21"	27	24343	110.9
	"2021"	"2021"	"22 years"	"22"	36	25329	142.1
	"2021"	"2021"	"23 years"	"23"	25	25188	99.3
	"2021"	"2021"	"24 years"	"24"	26	25120	103.5
	"2021"	"2021"	"25 years"	"25"	36	24749	145.5
	"2021"	"2021"	"26 years"	"26"	49	24375	201.0
	"2021"	"2021"	"27 years"	"27"	31	24698	125.5
	"2021"	"2021"	"28 years"	"28"	28	24773	113.0
	"2021"	"2021"	"29 years"	"29"	31	25203	123.0
	"2021"	"2021"	"30 years"	"30"	36	25623	140.5
	"2021"	"2021"	"31 years"	"31"	46	25534	180.2
	"2021"	"2021"	"32 years"	"32"	36	24831	145.0
	"2021"	"2021"	"33 years"	"33"	43	24509	175.4
	"2021"	"2021"	"34 years"	"34"	44	24569	179.1
	"2021"	"2021"	"35 years"	"35"	58	24970	232.3
	"2021"	"2021"	"36 years"	"36"	49	25215	194.3
	"2021"	"2021"	"37 years"	"37"	51	25021	203.8
	"2021"	"2021"	"38 years"	"38"	49	25363	193.2
	"2021"	"2021"	"39 years"	"39"	50	25767	194.0
	"2021"	"2021"	"40 years"	"40"	67	25540	262.3
	"2021"	"2021"	"41 years"	"41"	54	25433	212.3
	"2021"	"2021"	"42 years"	"42"	63	24672	255.4
	"2021"	"2021"	"43 years"	"43"	71	24040	295.3
	"2021"	"2021"	"44 years"	"44"	57	23365	244.0
	"2021"	"2021"	"45 years"	"45"	68	22168	306.7
	"2021"	"2021"	"46 years"	"46"	64	22147	289.0
	"2021"	"2021"	"47 years"	"47"	68	21268	319.7
	"2021"	"2021"	"48 years"	"48"	91	20885	435.7
	"2021"	"2021"	"49 years"	"49"	103	21684	475.0
	"2021"	"2021"	"50 years"	"50"	102	22777	447.8
	"2021"	"2021"	"51 years"	"51"	136	22301	609.8
	"2021"	"2021"	"52 years"	"52"	119	21423	555.5
	"2021"	"2021"	"53 years"	"53"	110	20705	531.3
	"2021"	"2021"	"54 years"	"54"	126	20626	610.9
	"2021"	"2021"	"55 years"	"55"	151	20810	725.6
	"2021"	"2021"	"56 years"	"56"	164	21474	763.7
	"2021"	"2021"	"57 years"	"57"	163	22293	731.2
	"2021"	"2021"	"58 years"	"58"	193	23016	838.5
	"2021"	"2021"	"59 years"	"59"	218	23709	919.5
	"2021"	"2021"	"60 years"	"60"	238	23868	997.2
	"2021"	"2021"	"61 years"	"61"	265	23379	1133.5
	"2021"	"2021"	"62 years"	"62"	293	23181	1264.0
	"2021"	"2021"	"63 years"	"63"	283	23342	1212.4
	"2021"	"2021"	"64 years"	"64"	310	23546	1316.6
	"2021"	"2021"	"65 years"	"65"	311	22578	1377.4
	"2021"	"2021"	"66 years"	"66"	296	22111	1338.7
	"2021"	"2021"	"67 years"	"67"	334	21653	1542.5
	"2021"	"2021"	"68 years"	"68"	370	21100	1753.6
	"2021"	"2021"	"69 years"	"69"	407	20394	1995.7
	"2021"	"2021"	"70 years"	"70"	381	19077	1997.2
	"2021"	"2021"	"71 years"	"71"	419	17976	2330.9
	"2021"	"2021"	"72 years"	"72"	399	17493	2280.9
	"2021"	"2021"	"73 years"	"73"	438	16982	2579.2
	"2021"	"2021"	"74 years"	"74"	535	17982	2975.2
	"2021"	"2021"	"75 years"	"75"	426	12295	3464.8
	"2021"	"2021"	"76 years"	"76"	400	11809	3387.2
	"2021"	"2021"	"77 years"	"77"	424	11460	3699.8
	"2021"	"2021"	"78 years"	"78"	547	11448	4778.1
	"2021"	"2021"	"79 years"	"79"	506	9482	5336.4
	"2021"	"2021"	"80 years"	"80"	453	8363	5416.7
	"2021"	"2021"	"81 years"	"81"	506	7545	6706.4
	"2021"	"2021"	"82 years"	"82"	483	6829	7072.8
	"2021"	"2021"	"83 years"	"83"	490	6072	8069.8
	"2021"	"2021"	"84 years"	"84"	485	5191	9343.1
	"2021"	"2021"	"85 years"	"85"	441	Not Applicable	Not Applicable
	"2021"	"2021"	"86 years"	"86"	494	Not Applicable	Not Applicable
	"2021"	"2021"	"87 years"	"87"	451	Not Applicable	Not Applicable
	"2021"	"2021"	"88 years"	"88"	473	Not Applicable	Not Applicable
	"2021"	"2021"	"89 years"	"89"	451	Not Applicable	Not Applicable
	"2021"	"2021"	"90 years"	"90"	430	Not Applicable	Not Applicable
	"2021"	"2021"	"91 years"	"91"	438	Not Applicable	Not Applicable
	"2021"	"2021"	"92 years"	"92"	356	Not Applicable	Not Applicable
	"2021"	"2021"	"93 years"	"93"	341	Not Applicable	Not Applicable
	"2021"	"2021"	"94 years"	"94"	312	Not Applicable	Not Applicable
	"2021"	"2021"	"95 years"	"95"	247	Not Applicable	Not Applicable
	"2021"	"2021"	"96 years"	"96"	203	Not Applicable	Not Applicable
	"2021"	"2021"	"97 years"	"97"	148	Not Applicable	Not Applicable
	"2021"	"2021"	"98 years"	"98"	103	Not Applicable	Not Applicable
	"2021"	"2021"	"99 years"	"99"	87	Not Applicable	Not Applicable
	"2021"	"2021"	"100+ years"	"100"	141	Not Applicable	Not Applicable
	"2021"	"2021"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
"Total"	"2021"	"2021"			18346	1900923	965.1
	"2022"	"2022"	"< 1 year"	"0"	117	22368	523.1
	"2022"	"2022"	"1 year"	"1"	Suppressed	22135	Suppressed
	"2022"	"2022"	"2 years"	"2"	Suppressed	22592	Suppressed
	"2022"	"2022"	"3 years"	"3"	Suppressed	22726	Suppressed
	"2022"	"2022"	"4 years"	"4"	Suppressed	23462	Suppressed
	"2022"	"2022"	"5 years"	"5"	Suppressed	24512	Suppressed
	"2022"	"2022"	"6 years"	"6"	Suppressed	25669	Suppressed
	"2022"	"2022"	"7 years"	"7"	Suppressed	26072	Suppressed
	"2022"	"2022"	"8 years"	"8"	Suppressed	25808	Suppressed
	"2022"	"2022"	"9 years"	"9"	Suppressed	25931	Suppressed
	"2022"	"2022"	"10 years"	"10"	Suppressed	25873	Suppressed
	"2022"	"2022"	"11 years"	"11"	Suppressed	26301	Suppressed
	"2022"	"2022"	"12 years"	"12"	Suppressed	27435	Suppressed
	"2022"	"2022"	"13 years"	"13"	Suppressed	28027	Suppressed
	"2022"	"2022"	"14 years"	"14"	15	29107	Unreliable
	"2022"	"2022"	"15 years"	"15"	15	28987	Unreliable
